side,entry_i,exit_i,entry_px,exit_px,hold_h,reason,gross,cost,net,exit_ts
long,21718,21743,28342.1,28090.466969284123,25,stop_loss,-8.87841870277344,1.35625,-10.234668702773439,1679508000000
short,21817,21829,27190.0,27696.098854098906,12,stop_loss,-18.613418686977035,1.275,-19.888418686977033,1679817600000
long,21920,21920,28970.3,28249.433467605206,0,stop_loss,-24.882950207446715,1.2,-26.082950207446714,1680145200000
short,22015,22021,27712.1,28150.11743141556,6,stop_loss,-15.805999235552807,1.2375,-17.043499235552808,1680508800000
long,22062,22075,28667.1,28209.745032969073,13,stop_loss,-15.954001870817969,1.28125,-17.23525187081797,1680703200000
long,22268,22292,30439.5,30427.102671080385,24,stop_loss,-0.4072776793184732,1.35,-1.7572776793184732,1681484400000
short,22361,22379,29573.1,29724.039881768324,18,stop_loss,-5.103958724933301,1.3125,-6.416458724933301,1681797600000
short,22441,22484,28108.9,27545.769920934366,43,stop_loss,20.033871089428438,1.46875,18.565121089428438,1682175600000
short,22526,22559,27192.3,27669.381668713453,33,stop_loss,-17.54473393988202,1.40625,-18.95098393988202,1682445600000
long,22608,22626,29770.3,28992.432511118965,18,stop_loss,-26.128977164524198,1.3125,-27.441477164524198,1682686800000
long,22676,22680,29389.0,29269.403399251838,4,stop_loss,-4.0694341674831405,1.2249999999999999,-5.29443416748314,1682881200000
short,22701,22723,28172.2,28344.594417499735,22,stop_loss,-6.119309727310402,1.3375,-7.456809727310402,1683036000000
long,22798,22813,29597.0,29135.111527782046,15,stop_loss,-15.605921958913191,1.29375,-16.899671958913192,1683360000000
short,22853,22902,28431.9,27858.849058930176,49,stop_loss,20.15521090992248,1.50625,18.64896090992248,1683680400000
short,22943,22970,26909.4,26731.51695212154,27,stop_loss,6.610442740397857,1.36875,5.241692740397857,1683925200000
long,23027,23045,27338.9,27098.945990088974,18,stop_loss,-8.777017726061663,1.3125,-10.089517726061663,1684195200000
short,23077,23086,26850.1,26999.573104043295,9,stop_loss,-5.566947759721423,1.2562499999999999,-6.823197759721423,1684342800000
long,23166,23175,27244.5,26979.89170532959,9,stop_loss,-9.712356426816722,1.2562499999999999,-10.968606426816722,1684663200000
short,23187,23195,26750.5,26893.510327520125,8,stop_loss,-5.346080541302982,1.25,-6.596080541302982,1684735200000
short,23251,23273,26435.0,26498.753801647057,22,stop_loss,-2.411719373824744,1.3375,-3.749219373824744,1685016000000
long,23334,23372,27078.4,27603.270234874773,38,stop_loss,19.383354809544578,1.4375,17.945854809544578,1685372400000
short,23432,23458,26724.1,27189.380144007053,26,stop_loss,-17.410507519693997,1.3625,-18.773007519693998,1685682000000
long,23726,23732,26175.2,25885.943967142077,6,stop_loss,-11.050766865503372,1.2375,-12.288266865503372,1686668400000
long,23807,23857,26316.9,26429.476204113944,50,stop_loss,4.277715236746819,1.5125,2.765215236746819,1687118400000
long,23879,23947,26667.1,29650.252649253787,68,stop_loss,111.86640651791116,1.625,110.24140651791116,1687442400000
long,23972,23996,30280.4,30380.022054585977,24,stop_loss,3.2899847619574376,1.35,1.9399847619574375,1687618800000
long,24010,24020,30894.3,30486.751229115263,10,stop_loss,-13.19171403413367,1.2625,-14.454214034133669,1687705200000
long,24068,24084,30802.3,30293.753407027343,16,stop_loss,-16.510020127479315,1.3,-17.810020127479316,1687935600000
short,24090,24111,30100.1,30509.900057403123,21,stop_loss,-13.614574616134991,1.33125,-14.945824616134992,1688032800000
long,24213,24237,31065.5,30842.666966019435,24,stop_loss,-7.17300651785953,1.35,-8.52300651785953,1688486400000
short,24256,24275,30441.9,30674.468571468675,19,stop_loss,-7.63975216621411,1.3187499999999999,-8.95850216621411,1688623200000
short,24337,24341,30109.6,30318.399190758693,4,stop_loss,-6.934638479378496,1.2249999999999999,-8.159638479378495,1688860800000
long,24456,24478,31257.7,30871.949784411776,22,stop_loss,-12.340966084779904,1.3375,-13.678466084779904,1689354000000
short,24552,24554,29798.9,30266.862348941297,2,stop_loss,-15.704014206608136,1.2125,-16.916514206608134,1689627600000
long,24695,24696,30121.5,30011.087636338532,1,stop_loss,-3.6655665774104107,1.20625,-4.871816577410411,1690138800000
short,24896,24911,28933.2,29100.224100371626,15,stop_loss,-5.772748965604411,1.29375,-7.066498965604411,1690912800000
long,24919,24930,29845.0,29357.549214178267,11,stop_loss,-16.332745378513422,1.26875,-17.601495378513423,1690981200000
short,25027,25033,29017.1,29110.95778405091,6,stop_loss,-3.234568032329547,1.2375,-4.472068032329547,1691352000000
short,25053,25055,28859.9,29110.28178693202,2,stop_loss,-8.67576765449704,1.2125,-9.88826765449704,1691431200000
long,25073,25100,29439.0,29747.72468974191,27,stop_loss,10.486928555382654,1.36875,9.118178555382654,1691593200000
long,25123,25123,29679.4,29418.798935271614,0,stop_loss,-8.7805368278465,1.2,-9.9805368278465,1691676000000
short,25198,25198,29359.3,29425.844825811866,0,stop_loss,-2.2665671801394027,1.2,-3.4665671801394025,1691946000000
short,25204,25208,29322.6,29398.56796088219,4,stop_loss,-2.590764832661149,1.2249999999999999,-3.8157648326611486,1691982000000
short,25249,25340,29186.4,26171.56546340515,91,stop_loss,103.29586850707355,1.7687499999999998,101.52711850707355,1692457200000
short,25384,25387,25947.3,26175.626880813033,3,stop_loss,-8.799639300159718,1.21875,-10.018389300159718,1692626400000
short,25413,25421,25938.3,26136.020452803656,8,stop_loss,-7.622722106061553,1.25,-8.872722106061552,1692748800000
long,25441,25459,26620.1,26179.991824445664,18,stop_loss,-16.532927207423512,1.3125,-17.845427207423512,1692885600000
short,25484,25527,25835.8,26091.360878125684,43,stop_loss,-9.891734652137156,1.46875,-11.360484652137156,1693130400000
short,25655,25697,25483.2,25989.53396726623,42,stop_loss,-19.869324388861273,1.4625,-21.33182438886127,1693742400000
short,25725,25774,25816.5,25810.278788266474,49,stop_loss,0.24097812381715983,1.50625,-1.2652718761828403,1694019600000
long,25802,25815,26000.1,25964.868105331894,13,stop_loss,-1.3550676600514753,1.28125,-2.6363176600514753,1694167200000
short,25892,25904,25149.0,25472.952816095138,12,stop_loss,-12.881339858250335,1.275,-14.156339858250336,1694487600000
long,25950,25984,26525.8,26405.369005233464,34,stop_loss,-4.5401456229985575,1.4125,-5.952645622998558,1694775600000
long,25996,26021,26776.9,26419.445344772743,25,stop_loss,-13.349366626728957,1.35625,-14.705616626728956,1694908800000
